Start of repetition 3: Goroutines: %!d(string=%Cpu(s):  4.8 us,  4.8 sy,  0.0 ni, 90.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
End of repetition 27: Goroutines: %!d(string=%Cpu(s): 67.2 us,  3.1 sy,  0.0 ni, 29.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 50.0 us,  0.7 sy,  0.0 ni, 48.8 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.6 us,  0.5 sy,  0.0 ni, 71.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.7 us,  0.2 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.2 us,  0.5 sy,  0.0 ni, 72.1 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 28: Goroutines: %!d(string=%Cpu(s): 56.5 us,  1.6 sy,  0.0 ni, 41.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 47.6 us,  0.7 sy,  0.0 ni, 51.1 id,  0.0 wa,  0.0 hi,  0.5 si,  0.0 st
%Cpu(s): 27.8 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.4 us,  0.5 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.5 us,  0.8 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 26: Goroutines: %!d(string=%Cpu(s): 27.4 us,  1.6 sy,  0.0 ni, 71.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.8 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.5 us,  0.2 sy,  0.0 ni, 72.0 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.4 us,  0.7 sy,  0.0 ni, 71.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.0 us,  0.5 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
Start of repetition 30: Goroutines: %!d(string=%Cpu(s): 30.6 us,  3.2 sy,  0.0 ni, 66.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 27.6 us,  0.2 sy,  0.0 ni, 71.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.6 us,  0.3 sy,  0.0 ni, 71.9 id,  0.0 wa,  0.0 hi,  0.3 si,  0.0 st
%Cpu(s): 27.4 us,  0.5 sy,  0.0 ni, 71.9 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.9 us,  0.2 sy,  0.0 ni, 71.6 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 29: Goroutines: %!d(string=%Cpu(s): 27.0 us,  1.6 sy,  0.0 ni, 71.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 28.0 us,  0.2 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 27.7 us,  0.5 sy,  0.0 ni, 71.3 id,  0.2 wa,  0.0 hi,  0.2 si,  0.0 st
%Cpu(s): 28.2 us,  0.0 sy,  0.0 ni, 71.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s): 28.0 us,  0.2 sy,  0.0 ni, 71.5 id,  0.0 wa,  0.0 hi,  0.2 si,  0.0 st)
End of repetition 30: Goroutines: %!d(string=%Cpu(s):  0.0 us,  0.0 sy,  0.0 ni,100.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.0 us,  0.0 sy,  0.0 ni,100.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
%Cpu(s):  0.0 us,  0.0 sy,  0.0 ni,100.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st)
